"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"54070030","MISIONES","Leandro N. Alem","Caá - Yarí","226,5","3"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","0","15"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","1","15"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","2","314"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","0,5","2"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","6","100"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","10","16"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","20","8"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","30","2"
"54070040","MISIONES","Leandro N. Alem","Cerro Azul","226,5","36"
"54070050","MISIONES","Leandro N. Alem","Dos Arroyos","30","2"
"54070050","MISIONES","Leandro N. Alem","Dos Arroyos","226,5","14"
"54070060","MISIONES","Leandro N. Alem","Gobernador López","0","20"
"54070060","MISIONES","Leandro N. Alem","Gobernador López","226,5","6"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","0","127"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","1","5"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","2","3.515"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","3","4"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","6","33"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","10","194"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","15","31"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","20","1"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","30","2"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","50","21"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","75","7"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","100","3"
"54070070","MISIONES","Leandro N. Alem","Leandro N. Alem","226,5","33"
"54070080","MISIONES","Leandro N. Alem","Olegario V. Andrade","1","3"
"54070080","MISIONES","Leandro N. Alem","Olegario V. Andrade","6","4"
"54070080","MISIONES","Leandro N. Alem","Olegario V. Andrade","226,5","10"
"54070090","MISIONES","Leandro N. Alem","Villa Libertad (Municipio Leandro N. Alem)","2","60"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","1","75"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","3","151"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","0,5","1"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","5","10"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","6","255"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","7","544"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","10","241"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","15","13"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","20","43"
"54077010","MISIONES","Libertador Grl. San Martín","Capioví","226,5","28"
"54077015","MISIONES","Libertador Grl. San Martín","Capioviciño","226,5","3"
"54077020","MISIONES","Libertador Grl. San Martín","El Alcázar","0,5","1"
"54077020","MISIONES","Libertador Grl. San Martín","El Alcázar","226,5","16"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","1","81"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","3","172"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","0,5","1"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","6","334"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","10","201"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","15","6"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","20","64"
"54077030","MISIONES","Libertador Grl. San Martín","Garuhapé","226,5","14"
"54077040","MISIONES","Libertador Grl. San Martín","Mbopicuá","226,5","7"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","1","6"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","3","18"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","5","15"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","6","20"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","7","304"
"54077050","MISIONES","Libertador Grl. San Martín","Puerto Leoni","226,5","5"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","1","276"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","3","701"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","6","2.074"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","10","1.382"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","15","28"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","20","582"
"54077060","MISIONES","Libertador Grl. San Martín","Puerto Rico","226,5","140"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","1","45"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","3","86"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","0,5","1"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","5","3"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","6","121"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","10","67"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","20","30"
"54077070","MISIONES","Libertador Grl. San Martín","Ruiz de Montoya","226,5","15"
"54077080","MISIONES","Libertador Grl. San Martín","San Alberto","226,5","5"
"54077090","MISIONES","Libertador Grl. San Martín","San Gotardo","226,5","1"
"54077100","MISIONES","Libertador Grl. San Martín","San Miguel","10","1"
"54077100","MISIONES","Libertador Grl. San Martín","San Miguel","226,5","2"
"54077110","MISIONES","Libertador Grl. San Martín","Villa Akerman","226,5","1"
"54077120","MISIONES","Libertador Grl. San Martín","Villa Urrutia","226,5","3"
"54084007","MISIONES","Montecarlo","Bario Ita","226,5","1"
"54084005","MISIONES","Montecarlo","Barrio Guatambu","226,5","15"
"54084010","MISIONES","Montecarlo","Caraguatay","226,5","3"
"54084020","MISIONES","Montecarlo","Laharrague","226,5","3"
"54084030","MISIONES","Montecarlo","Montecarlo","1","29"
"54084030","MISIONES","Montecarlo","Montecarlo","3","301"
"54084030","MISIONES","Montecarlo","Montecarlo","5","4"
"54084030","MISIONES","Montecarlo","Montecarlo","6","205"
"54084030","MISIONES","Montecarlo","Montecarlo","10","875"
"54084030","MISIONES","Montecarlo","Montecarlo","15","1.708"
"54084030","MISIONES","Montecarlo","Montecarlo","20","1.098"
"54084030","MISIONES","Montecarlo","Montecarlo","25","145"
"54084030","MISIONES","Montecarlo","Montecarlo","30","67"
"54084030","MISIONES","Montecarlo","Montecarlo","40","47"
"54084030","MISIONES","Montecarlo","Montecarlo","50","1"
"54084030","MISIONES","Montecarlo","Montecarlo","60","47"
"54084030","MISIONES","Montecarlo","Montecarlo","70","1"
"54084030","MISIONES","Montecarlo","Montecarlo","80","3"
"54084030","MISIONES","Montecarlo","Montecarlo","226,5","124"
"54084040","MISIONES","Montecarlo","Piray Kilómetro 18","226,5","9"
"54084050","MISIONES","Montecarlo","Puerto Piray","3","4"
"54084050","MISIONES","Montecarlo","Puerto Piray","0,5","2"
"54084050","MISIONES","Montecarlo","Puerto Piray","6","12"
"54084050","MISIONES","Montecarlo","Puerto Piray","10","154"
"54084050","MISIONES","Montecarlo","Puerto Piray","15","15"
"54084050","MISIONES","Montecarlo","Puerto Piray","20","18"
"54084050","MISIONES","Montecarlo","Puerto Piray","226,5","34"
"54084060","MISIONES","Montecarlo","Taruma","0,5","1"
"54084060","MISIONES","Montecarlo","Taruma","226,5","3"
"54084070","MISIONES","Montecarlo","Villa Parodi","226,5","13"
"54091010","MISIONES","Oberá","Alberdi","3","15"
"54091010","MISIONES","Oberá","Alberdi","5","10"
"54091010","MISIONES","Oberá","Alberdi","226,5","11"
"54091013","MISIONES","Oberá","Barrio Escuela 461","226,5","7"
"54091017","MISIONES","Oberá","Barrio Escuela 633","226,5","8"
"54091020","MISIONES","Oberá","Campo Ramón","0","15"
"54091020","MISIONES","Oberá","Campo Ramón","2","324"
"54091020","MISIONES","Oberá","Campo Ramón","3","9"
"54091020","MISIONES","Oberá","Campo Ramón","0,5","1"
"54091020","MISIONES","Oberá","Campo Ramón","5","3"
"54091020","MISIONES","Oberá","Campo Ramón","226,5","16"
"54091030","MISIONES","Oberá","Campo Viera","10","865"
"54091030","MISIONES","Oberá","Campo Viera","30","626"
"54091030","MISIONES","Oberá","Campo Viera","50","489"
"54091030","MISIONES","Oberá","Campo Viera","226,5","15"
"54091040","MISIONES","Oberá","El Salto","226,5","6"
"54091050","MISIONES","Oberá","General Alvear","3","9"
"54091050","MISIONES","Oberá","General Alvear","226,5","17"
"54091060","MISIONES","Oberá","Guaraní","4","22"
"54091060","MISIONES","Oberá","Guaraní","226,5","41"
"54091070","MISIONES","Oberá","Los Helechos","0","20"
"54091070","MISIONES","Oberá","Los Helechos","3","15"
"54091070","MISIONES","Oberá","Los Helechos","5","5"
"54091070","MISIONES","Oberá","Los Helechos","226,5","16"
"54091080","MISIONES","Oberá","Oberá","1","5"
"54091080","MISIONES","Oberá","Oberá","3","19"
"54091080","MISIONES","Oberá","Oberá","4","385"
"54091080","MISIONES","Oberá","Oberá","5","145"
"54091080","MISIONES","Oberá","Oberá","6","39"
"54091080","MISIONES","Oberá","Oberá","10","1.030"
"54091080","MISIONES","Oberá","Oberá","15","17"
"54091080","MISIONES","Oberá","Oberá","20","2.244"
"54091080","MISIONES","Oberá","Oberá","30","12"
"54091080","MISIONES","Oberá","Oberá","50","334"
"54091080","MISIONES","Oberá","Oberá","100","34"
"54091080","MISIONES","Oberá","Oberá","200","4"
"54091080","MISIONES","Oberá","Oberá","226,5","65"
"54091090","MISIONES","Oberá","Panambí","3","18"
"54091090","MISIONES","Oberá","Panambí","5","3"
"54091090","MISIONES","Oberá","Panambí","226,5","7"
"54091100","MISIONES","Oberá","Panambí Kilómetro 8","0","50"
"54091100","MISIONES","Oberá","Panambí Kilómetro 8","3","19"
"54091100","MISIONES","Oberá","Panambí Kilómetro 8","5","5"
"54091100","MISIONES","Oberá","Panambí Kilómetro 8","226,5","1"
"54091105","MISIONES","Oberá","Panambi Kilómetro 15","0","50"
"54091105","MISIONES","Oberá","Panambi Kilómetro 15","226,5","3"
"54091110","MISIONES","Oberá","San Martín","3","6"
"54091110","MISIONES","Oberá","San Martín","5","1"
"54091110","MISIONES","Oberá","San Martín","10","1"
"54091110","MISIONES","Oberá","San Martín","226,5","6"
"54091120","MISIONES","Oberá","Villa Bonita","2","24"
"54091120","MISIONES","Oberá","Villa Bonita","3","10"
"54091120","MISIONES","Oberá","Villa Bonita","5","2"
"54091120","MISIONES","Oberá","Villa Bonita","226,5","11"
"0","MISIONES","OTROS","Otros","0","5.571"
"54098005","MISIONES","San Ignacio","Barrio Tungoil","226,5","3"
"54098010","MISIONES","San Ignacio","Colonia Polana","7","46"
"54098010","MISIONES","San Ignacio","Colonia Polana","226,5","7"
"54098020","MISIONES","San Ignacio","Corpus","5","165"
"54098020","MISIONES","San Ignacio","Corpus","6","124"
"54098020","MISIONES","San Ignacio","Corpus","7","510"
"54098020","MISIONES","San Ignacio","Corpus","226,5","7"
"54098030","MISIONES","San Ignacio","Domingo Savio","226,5","11"
"54098040","MISIONES","San Ignacio","General Urquiza","6","7"
"54098040","MISIONES","San Ignacio","General Urquiza","7","119"
"54098050","MISIONES","San Ignacio","Gobernador Roca","1","2"
"54098050","MISIONES","San Ignacio","Gobernador Roca","3","5"
"54098050","MISIONES","San Ignacio","Gobernador Roca","0,5","2"
"54098050","MISIONES","San Ignacio","Gobernador Roca","5","9"
"54098050","MISIONES","San Ignacio","Gobernador Roca","6","14"
"54098050","MISIONES","San Ignacio","Gobernador Roca","7","503"
"54098050","MISIONES","San Ignacio","Gobernador Roca","10","91"
"54098050","MISIONES","San Ignacio","Gobernador Roca","15","10"
"54098050","MISIONES","San Ignacio","Gobernador Roca","20","1"
"54098050","MISIONES","San Ignacio","Gobernador Roca","226,5","58"
"54098060","MISIONES","San Ignacio","Helvecia","7","92"
"54098060","MISIONES","San Ignacio","Helvecia","226,5","6"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","5","116"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","6","52"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","7","293"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","226,5","5"
"54098080","MISIONES","San Ignacio","Jardín América","3","26"
"54098080","MISIONES","San Ignacio","Jardín América","5","18"
"54098080","MISIONES","San Ignacio","Jardín América","6","61"
"54098080","MISIONES","San Ignacio","Jardín América","7","2.184"
"54098080","MISIONES","San Ignacio","Jardín América","10","127"
"54098080","MISIONES","San Ignacio","Jardín América","15","70"
"54098080","MISIONES","San Ignacio","Jardín América","20","1"
"54098080","MISIONES","San Ignacio","Jardín América","30","39"
"54098080","MISIONES","San Ignacio","Jardín América","45","28"
"54098080","MISIONES","San Ignacio","Jardín América","100","1.590"
"54098080","MISIONES","San Ignacio","Jardín América","150","1.008"
"54098080","MISIONES","San Ignacio","Jardín América","300","132"
"54098080","MISIONES","San Ignacio","Jardín América","226,5","24"
"54098090","MISIONES","San Ignacio","Oasis","5","18"
"54098090","MISIONES","San Ignacio","Oasis","6","11"
"54098090","MISIONES","San Ignacio","Oasis","7","185"
"54098090","MISIONES","San Ignacio","Oasis","226,5","7"
"54098100","MISIONES","San Ignacio","Roca Chica","5","68"
"54098100","MISIONES","San Ignacio","Roca Chica","6","35"
"54098100","MISIONES","San Ignacio","Roca Chica","7","190"
"54098100","MISIONES","San Ignacio","Roca Chica","226,5","30"
"54098110","MISIONES","San Ignacio","San Ignacio","1","1"
"54098110","MISIONES","San Ignacio","San Ignacio","3","2"
"54098110","MISIONES","San Ignacio","San Ignacio","0,5","1"
"54098110","MISIONES","San Ignacio","San Ignacio","5","11"
"54098110","MISIONES","San Ignacio","San Ignacio","6","44"
"54098110","MISIONES","San Ignacio","San Ignacio","7","928"
"54098110","MISIONES","San Ignacio","San Ignacio","10","162"
"54098110","MISIONES","San Ignacio","San Ignacio","15","18"
"54098110","MISIONES","San Ignacio","San Ignacio","20","2"
"54098110","MISIONES","San Ignacio","San Ignacio","226,5","27"
"54098120","MISIONES","San Ignacio","Santo Pipó","1","2"
"54098120","MISIONES","San Ignacio","Santo Pipó","3","1"
"54098120","MISIONES","San Ignacio","Santo Pipó","5","17"
"54098120","MISIONES","San Ignacio","Santo Pipó","6","36"
"54098120","MISIONES","San Ignacio","Santo Pipó","7","388"
"54098120","MISIONES","San Ignacio","Santo Pipó","10","95"
"54098120","MISIONES","San Ignacio","Santo Pipó","15","8"
"54098120","MISIONES","San Ignacio","Santo Pipó","226,5","38"
"54105010","MISIONES","San Javier","Florentino Ameghino","0","60"
"54105010","MISIONES","San Javier","Florentino Ameghino","226,5","4"
"54105020","MISIONES","San Javier","Itacaruaré","2","95"
"54105020","MISIONES","San Javier","Itacaruaré","226,5","7"
"54105030","MISIONES","San Javier","Mojón Grande","0","35"
"54105030","MISIONES","San Javier","Mojón Grande","226,5","5"
"54105040","MISIONES","San Javier","San Javier","0","40"
"54105040","MISIONES","San Javier","San Javier","2","1.302"
"54105040","MISIONES","San Javier","San Javier","3","400"
"54105040","MISIONES","San Javier","San Javier","0,5","3"
"54105040","MISIONES","San Javier","San Javier","226,5","10"
"54112010","MISIONES","San Pedro","Cruce Caballero","5","32"
"54112010","MISIONES","San Pedro","Cruce Caballero","10","5"
"54112010","MISIONES","San Pedro","Cruce Caballero","20","1"
"54112010","MISIONES","San Pedro","Cruce Caballero","226,5","9"
"0","MISIONES","San Pedro","Otros","0","15"
"54112020","MISIONES","San Pedro","Paraíso","0","8"
"54112020","MISIONES","San Pedro","Paraíso","5","500"
"54112020","MISIONES","San Pedro","Paraíso","10","95"
"54112020","MISIONES","San Pedro","Paraíso","226,5","14"
"54112030","MISIONES","San Pedro","Piñalito Sur","5","22"
"54112030","MISIONES","San Pedro","Piñalito Sur","10","3"
"54112030","MISIONES","San Pedro","Piñalito Sur","226,5","3"
"54112040","MISIONES","San Pedro","San Pedro","2","5"
"54112040","MISIONES","San Pedro","San Pedro","3","2"
"54112040","MISIONES","San Pedro","San Pedro","4","1"
"54112040","MISIONES","San Pedro","San Pedro","5","699"
"54112040","MISIONES","San Pedro","San Pedro","6","8"
"54112040","MISIONES","San Pedro","San Pedro","7","2"
"54112040","MISIONES","San Pedro","San Pedro","8","1"
"54112040","MISIONES","San Pedro","San Pedro","10","996"
"54112040","MISIONES","San Pedro","San Pedro","12","1"
"54112040","MISIONES","San Pedro","San Pedro","13","1"
"54112040","MISIONES","San Pedro","San Pedro","16","1"
"54112040","MISIONES","San Pedro","San Pedro","20","55"
"54112040","MISIONES","San Pedro","San Pedro","30","4"
"54112040","MISIONES","San Pedro","San Pedro","50","1"
"54112040","MISIONES","San Pedro","San Pedro","226,5","39"
"54112050","MISIONES","San Pedro","Tobuna","5","12"
"54112050","MISIONES","San Pedro","Tobuna","10","3"
"54112050","MISIONES","San Pedro","Tobuna","226,5","11"
"58007010","NEUQUEN","Aluminé","Aluminé","0","1"
"58007010","NEUQUEN","Aluminé","Aluminé","0,5","1"
"58007010","NEUQUEN","Aluminé","Aluminé","5","590"
"58007010","NEUQUEN","Aluminé","Aluminé","10","37"
"58007010","NEUQUEN","Aluminé","Aluminé","12","220"
"58007010","NEUQUEN","Aluminé","Aluminé","15","18"
"58007010","NEUQUEN","Aluminé","Aluminé","20","407"
"58007010","NEUQUEN","Aluminé","Aluminé","30","62"
"58007010","NEUQUEN","Aluminé","Aluminé","50","80"
"58007010","NEUQUEN","Aluminé","Aluminé","0,51","1"
"58007010","NEUQUEN","Aluminé","Aluminé","226,5","258"
"58007015","NEUQUEN","Aluminé","Moquehue","0","0"
"58007015","NEUQUEN","Aluminé","Moquehue","10","27"
"58007015","NEUQUEN","Aluminé","Moquehue","15","14"
"58007015","NEUQUEN","Aluminé","Moquehue","226,5","161"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","0","0"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","3","134"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","0,5","2"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","5","194"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","8","218"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","10","41"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","15","71"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","20","3"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","0,51","1"
"58007020","NEUQUEN","Aluminé","Villa Pehuenia","226,5","277"
"58014005","NEUQUEN","Añelo","Aguada San Roque","226,5","172"
"58014010","NEUQUEN","Añelo","Añelo","0","6"
"58014010","NEUQUEN","Añelo","Añelo","1","15"
"58014010","NEUQUEN","Añelo","Añelo","3","232"
"58014010","NEUQUEN","Añelo","Añelo","0,5","1"
"58014010","NEUQUEN","Añelo","Añelo","6","83"
"58014010","NEUQUEN","Añelo","Añelo","10","108"
"58014010","NEUQUEN","Añelo","Añelo","50","4"
"58014010","NEUQUEN","Añelo","Añelo","0,51","9"
"58014010","NEUQUEN","Añelo","Añelo","100","41"
"58014010","NEUQUEN","Añelo","Añelo","101","10"
"58014010","NEUQUEN","Añelo","Añelo","200","2"
"58014010","NEUQUEN","Añelo","Añelo","300","311"
"58014010","NEUQUEN","Añelo","Añelo","302","34"
"58014010","NEUQUEN","Añelo","Añelo","400","3"
"58014010","NEUQUEN","Añelo","Añelo","500","3"
"58014010","NEUQUEN","Añelo","Añelo","600","2"
"58014010","NEUQUEN","Añelo","Añelo","940","8"
"58014010","NEUQUEN","Añelo","Añelo","226,5","840"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","0","1"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","1","200"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","0,5","1"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","6","11"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","10","3"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","12","44"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","20","7"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","30","1"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","50","113"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","0,51","1"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","100","1.765"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","300","442"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","500","133"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","1000","7"
"58014020","NEUQUEN","Añelo","San Patricio del Chañar","226,5","216"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","0","0"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","0,5","1"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","5","34"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","10","18"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","15","9"
"58021010","NEUQUEN","Catan LilL","Las Coloradas","226,5","65"
"58042010","NEUQUEN","Chos Malal","Chos Malal","0","382"
"58042010","NEUQUEN","Chos Malal","Chos Malal","1","5"
"58042010","NEUQUEN","Chos Malal","Chos Malal","3","315"
"58042010","NEUQUEN","Chos Malal","Chos Malal","0,5","3"
"58042010","NEUQUEN","Chos Malal","Chos Malal","6","87"
"58042010","NEUQUEN","Chos Malal","Chos Malal","10","68"
"58042010","NEUQUEN","Chos Malal","Chos Malal","12","3"
"58042010","NEUQUEN","Chos Malal","Chos Malal","14","1"
"58042010","NEUQUEN","Chos Malal","Chos Malal","15","152"
"58042010","NEUQUEN","Chos Malal","Chos Malal","0,51","1"
"58042010","NEUQUEN","Chos Malal","Chos Malal","226,5","119"
"58042020","NEUQUEN","Chos Malal","Tricao Malal","10","44"
"58042020","NEUQUEN","Chos Malal","Tricao Malal","226,5","42"
"58042030","NEUQUEN","Chos Malal","Villa del Curi Leuvú","226,5","10"
"58028010","NEUQUEN","Collón Curá","Piedra del Águila","0","1"
"58028010","NEUQUEN","Collón Curá","Piedra del Águila","0,5","1"
"58028010","NEUQUEN","Collón Curá","Piedra del Águila","0,51","1"
"58028010","NEUQUEN","Collón Curá","Piedra del Águila","226,5","57"
"58028020","NEUQUEN","Collón Curá","Santo Tomás","0","1"
"58028020","NEUQUEN","Collón Curá","Santo Tomás","226,5","15"
"58035080","NEUQUEN","Confluencia","11 de Octubre","0","32"
"58035080","NEUQUEN","Confluencia","11 de Octubre","50","418"
"58035080","NEUQUEN","Confluencia","11 de Octubre","226,5","322"
"58035010","NEUQUEN","Confluencia","Arroyito","1","22"
"58035010","NEUQUEN","Confluencia","Arroyito","2","4"
"58035010","NEUQUEN","Confluencia","Arroyito","3","3"
"58035010","NEUQUEN","Confluencia","Arroyito","100","1"
"58035010","NEUQUEN","Confluencia","Arroyito","226,5","40"
"58035020","NEUQUEN","Confluencia","Barrio Ruca Luhé","50","8"
"58035020","NEUQUEN","Confluencia","Barrio Ruca Luhé","226,5","30"
"58035030","NEUQUEN","Confluencia","Centenario","0","2.483"
"58035030","NEUQUEN","Confluencia","Centenario","3","31"
"58035030","NEUQUEN","Confluencia","Centenario","0,5","1"
"58035030","NEUQUEN","Confluencia","Centenario","5","1"
"58035030","NEUQUEN","Confluencia","Centenario","6","173"
"58035030","NEUQUEN","Confluencia","Centenario","10","10"
"58035030","NEUQUEN","Confluencia","Centenario","15","9"
"58035030","NEUQUEN","Confluencia","Centenario","30","1"
"58035030","NEUQUEN","Confluencia","Centenario","50","2.900"
"58035030","NEUQUEN","Confluencia","Centenario","0,51","2"
"58035030","NEUQUEN","Confluencia","Centenario","100","1.096"
"58035030","NEUQUEN","Confluencia","Centenario","300","1.101"
"58035030","NEUQUEN","Confluencia","Centenario","500","44"
"58035030","NEUQUEN","Confluencia","Centenario","1000","20"
"58035030","NEUQUEN","Confluencia","Centenario","226,5","330"
"58035040","NEUQUEN","Confluencia","Cutral Có","0","63"
"58035040","NEUQUEN","Confluencia","Cutral Có","2","430"
"58035040","NEUQUEN","Confluencia","Cutral Có","3","377"
"58035040","NEUQUEN","Confluencia","Cutral Có","6","1.099"
"58035040","NEUQUEN","Confluencia","Cutral Có","10","1.804"
"58035040","NEUQUEN","Confluencia","Cutral Có","15","280"
"58035040","NEUQUEN","Confluencia","Cutral Có","30","270"
"58035040","NEUQUEN","Confluencia","Cutral Có","3,5","4.562"
"58035040","NEUQUEN","Confluencia","Cutral Có","0,51","1"
"58035040","NEUQUEN","Confluencia","Cutral Có","226,5","711"
"58035050","NEUQUEN","Confluencia","El Chocón","0","1"
"58035050","NEUQUEN","Confluencia","El Chocón","5","49"
"58035050","NEUQUEN","Confluencia","El Chocón","7","111"
"58035050","NEUQUEN","Confluencia","El Chocón","8","63"
"58035050","NEUQUEN","Confluencia","El Chocón","10","16"
"58035050","NEUQUEN","Confluencia","El Chocón","0,51","1"
"58035050","NEUQUEN","Confluencia","El Chocón","226,5","18"
"58035060","NEUQUEN","Confluencia","Mari Menuco","6","100"
"58035060","NEUQUEN","Confluencia","Mari Menuco","226,5","204"
"58035070","NEUQUEN","Confluencia","Neuquén","0","294"
"58035070","NEUQUEN","Confluencia","Neuquén","1","70"
"58035070","NEUQUEN","Confluencia","Neuquén","2","202"
"58035070","NEUQUEN","Confluencia","Neuquén","3","665"
"58035070","NEUQUEN","Confluencia","Neuquén","4","64"
"58035070","NEUQUEN","Confluencia","Neuquén","0,5","2"
"58035070","NEUQUEN","Confluencia","Neuquén","5","9"
"58035070","NEUQUEN","Confluencia","Neuquén","6","718"
"58035070","NEUQUEN","Confluencia","Neuquén","8","65"
"58035070","NEUQUEN","Confluencia","Neuquén","9","3"
"58035070","NEUQUEN","Confluencia","Neuquén","10","1.034"
"58035070","NEUQUEN","Confluencia","Neuquén","12","44"
"58035070","NEUQUEN","Confluencia","Neuquén","14","2"
"58035070","NEUQUEN","Confluencia","Neuquén","15","594"
"58035070","NEUQUEN","Confluencia","Neuquén","20","681"
"58035070","NEUQUEN","Confluencia","Neuquén","30","41"
"58035070","NEUQUEN","Confluencia","Neuquén","3,5","2.146"
"58035070","NEUQUEN","Confluencia","Neuquén","45","3"
"58035070","NEUQUEN","Confluencia","Neuquén","50","3.389"
"58035070","NEUQUEN","Confluencia","Neuquén","0,51","35"
"58035070","NEUQUEN","Confluencia","Neuquén","100","32.155"
"58035070","NEUQUEN","Confluencia","Neuquén","101","307"
"58035070","NEUQUEN","Confluencia","Neuquén","200","124"
"58035070","NEUQUEN","Confluencia","Neuquén","300","46.561"
"58035070","NEUQUEN","Confluencia","Neuquén","301","16"
"58035070","NEUQUEN","Confluencia","Neuquén","302","607"
"58035070","NEUQUEN","Confluencia","Neuquén","400","336"
"58035070","NEUQUEN","Confluencia","Neuquén","500","3.660"
"58035070","NEUQUEN","Confluencia","Neuquén","600","3.022"
"58035070","NEUQUEN","Confluencia","Neuquén","700","52"
"58035070","NEUQUEN","Confluencia","Neuquén","800","649"
"58035070","NEUQUEN","Confluencia","Neuquén","940","2.792"
"58035070","NEUQUEN","Confluencia","Neuquén","1000","585"
"58035070","NEUQUEN","Confluencia","Neuquén","226,5","1.179"
"0","NEUQUEN","Confluencia","OTROS","0,5","3"
"58035090","NEUQUEN","Confluencia","Plaza Huincul","0","1"
"58035090","NEUQUEN","Confluencia","Plaza Huincul","2","148"
"58035090","NEUQUEN","Confluencia","Plaza Huincul","3","114"
