"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"66035040","SALTA","Cerrillos","Villa Los Álamos","WIRELESS","56"
"66042003","SALTA","Chicoana","Barrio Finca La Maroma","FIBRA OPTICA","22"
"66042005","SALTA","Chicoana","Barrio La Rotonda","FIBRA OPTICA","159"
"66042005","SALTA","Chicoana","Barrio La Rotonda","Otros","10"
"66042005","SALTA","Chicoana","Barrio La Rotonda","SATELITAL","7"
"66042005","SALTA","Chicoana","Barrio La Rotonda","WIRELESS","2"
"66042007","SALTA","Chicoana","Barrio Santa Teresita","FIBRA OPTICA","56"
"66042007","SALTA","Chicoana","Barrio Santa Teresita","SATELITAL","8"
"66042010","SALTA","Chicoana","Chicoana","ADSL","82"
"66042010","SALTA","Chicoana","Chicoana","FIBRA OPTICA","73"
"66042010","SALTA","Chicoana","Chicoana","Otros","15"
"66042010","SALTA","Chicoana","Chicoana","SATELITAL","47"
"66042010","SALTA","Chicoana","Chicoana","WIRELESS","15"
"66042020","SALTA","Chicoana","El Carril","ADSL","116"
"66042020","SALTA","Chicoana","El Carril","CABLEMODEM","198"
"66042020","SALTA","Chicoana","El Carril","FIBRA OPTICA","833"
"66042020","SALTA","Chicoana","El Carril","Otros","120"
"66042020","SALTA","Chicoana","El Carril","SATELITAL","23"
"66042020","SALTA","Chicoana","El Carril","WIRELESS","114"
"66049010","SALTA","General Güemes","Campo Santo","ADSL","82"
"66049010","SALTA","General Güemes","Campo Santo","FIBRA OPTICA","40"
"66049010","SALTA","General Güemes","Campo Santo","SATELITAL","25"
"66049010","SALTA","General Güemes","Campo Santo","WIRELESS","5"
"66049020","SALTA","General Güemes","Cobos","FIBRA OPTICA","61"
"66049020","SALTA","General Güemes","Cobos","SATELITAL","10"
"66049020","SALTA","General Güemes","Cobos","WIRELESS","3"
"66049030","SALTA","General Güemes","El Bordo","FIBRA OPTICA","61"
"66049030","SALTA","General Güemes","El Bordo","SATELITAL","17"
"66049030","SALTA","General Güemes","El Bordo","WIRELESS","5"
"66049040","SALTA","General Güemes","General Güemes","ADSL","442"
"66049040","SALTA","General Güemes","General Güemes","FIBRA OPTICA","131"
"66049040","SALTA","General Güemes","General Güemes","SATELITAL","98"
"66056010","SALTA","Grl. José de San Martín","Aguaray","ADSL","410"
"66056010","SALTA","Grl. José de San Martín","Aguaray","CABLEMODEM","433"
"66056010","SALTA","Grl. José de San Martín","Aguaray","FIBRA OPTICA","93"
"66056010","SALTA","Grl. José de San Martín","Aguaray","SATELITAL","103"
"66056010","SALTA","Grl. José de San Martín","Aguaray","WIRELESS","2"
"66056020","SALTA","Grl. José de San Martín","Campamento Vespucio","ADSL","90"
"66056020","SALTA","Grl. José de San Martín","Campamento Vespucio","FIBRA OPTICA","50"
"66056020","SALTA","Grl. José de San Martín","Campamento Vespucio","SATELITAL","16"
"66056030","SALTA","Grl. José de San Martín","Campichuelo","Otros","2"
"66056030","SALTA","Grl. José de San Martín","Campichuelo","SATELITAL","18"
"66056040","SALTA","Grl. José de San Martín","Campo Durán","FIBRA OPTICA","5"
"66056040","SALTA","Grl. José de San Martín","Campo Durán","SATELITAL","15"
"66056050","SALTA","Grl. José de San Martín","Capiazuti","SATELITAL","7"
"66056070","SALTA","Grl. José de San Martín","Coronel Cornejo","ADSL","5"
"66056070","SALTA","Grl. José de San Martín","Coronel Cornejo","FIBRA OPTICA","1"
"66056070","SALTA","Grl. José de San Martín","Coronel Cornejo","SATELITAL","15"
"66056080","SALTA","Grl. José de San Martín","Dragones","FIBRA OPTICA","42"
"66056080","SALTA","Grl. José de San Martín","Dragones","Otros","0"
"66056080","SALTA","Grl. José de San Martín","Dragones","SATELITAL","10"
"66056080","SALTA","Grl. José de San Martín","Dragones","WIRELESS","50"
"66056090","SALTA","Grl. José de San Martín","Embarcación","ADSL","1.217"
"66056090","SALTA","Grl. José de San Martín","Embarcación","CABLEMODEM","1.299"
"66056090","SALTA","Grl. José de San Martín","Embarcación","FIBRA OPTICA","1"
"66056090","SALTA","Grl. José de San Martín","Embarcación","Otros","535"
"66056090","SALTA","Grl. José de San Martín","Embarcación","SATELITAL","178"
"66056100","SALTA","Grl. José de San Martín","General Ballivián","FIBRA OPTICA","44"
"66056100","SALTA","Grl. José de San Martín","General Ballivián","SATELITAL","10"
"66056110","SALTA","Grl. José de San Martín","General Mosconi","ADSL","181"
"66056110","SALTA","Grl. José de San Martín","General Mosconi","FIBRA OPTICA","60"
"66056110","SALTA","Grl. José de San Martín","General Mosconi","SATELITAL","24"
"66056110","SALTA","Grl. José de San Martín","General Mosconi","WIRELESS","2"
"66056120","SALTA","Grl. José de San Martín","Hickman","Otros","69"
"66056120","SALTA","Grl. José de San Martín","Hickman","SATELITAL","7"
"66056130","SALTA","Grl. José de San Martín","Misión Chaqueña","SATELITAL","6"
"66056140","SALTA","Grl. José de San Martín","Misión El Cruce - El Milagro - El Jardín de San Martín","Otros","3"
"66056140","SALTA","Grl. José de San Martín","Misión El Cruce - El Milagro - El Jardín de San Martín","SATELITAL","68"
"66056150","SALTA","Grl. José de San Martín","Misión Kilómetro 6","Otros","2"
"66056150","SALTA","Grl. José de San Martín","Misión Kilómetro 6","SATELITAL","2"
"66056170","SALTA","Grl. José de San Martín","Pacará","Otros","2"
"66056170","SALTA","Grl. José de San Martín","Pacará","SATELITAL","23"
"66056180","SALTA","Grl. José de San Martín","Padre Lozano","Otros","0"
"66056180","SALTA","Grl. José de San Martín","Padre Lozano","SATELITAL","2"
"66056190","SALTA","Grl. José de San Martín","Piquirenda","FIBRA OPTICA","1"
"66056190","SALTA","Grl. José de San Martín","Piquirenda","SATELITAL","14"
"66056200","SALTA","Grl. José de San Martín","Profesor Salvador Mazza","ADSL","397"
"66056200","SALTA","Grl. José de San Martín","Profesor Salvador Mazza","FIBRA OPTICA","93"
"66056200","SALTA","Grl. José de San Martín","Profesor Salvador Mazza","Otros","0"
"66056200","SALTA","Grl. José de San Martín","Profesor Salvador Mazza","SATELITAL","482"
"66056080","SALTA","Grl. José de San Martín","Recaredo","SATELITAL","4"
"66056220","SALTA","Grl. José de San Martín","Tartagal","ADSL","658"
"66056220","SALTA","Grl. José de San Martín","Tartagal","CABLEMODEM","4.458"
"66056220","SALTA","Grl. José de San Martín","Tartagal","FIBRA OPTICA","2.653"
"66056220","SALTA","Grl. José de San Martín","Tartagal","Otros","3.048"
"66056220","SALTA","Grl. José de San Martín","Tartagal","SATELITAL","127"
"66056220","SALTA","Grl. José de San Martín","Tartagal","WIRELESS","14"
"66056230","SALTA","Grl. José de San Martín","Tobantirenda","SATELITAL","25"
"66056240","SALTA","Grl. José de San Martín","Tranquitas","SATELITAL","8"
"66056250","SALTA","Grl. José de San Martín","Yacuy","SATELITAL","1"
"66056250","SALTA","Grl. José de San Martín","Yacuy","WIRELESS","6"
"66063010","SALTA","Guachipas","Guachipas","FIBRA OPTICA","1"
"66063010","SALTA","Guachipas","Guachipas","Otros","35"
"66063010","SALTA","Guachipas","Guachipas","SATELITAL","53"
"66063010","SALTA","Guachipas","Guachipas","WIRELESS","119"
"66070010","SALTA","Iruya","Iruya","FIBRA OPTICA","2"
"66070010","SALTA","Iruya","Iruya","Otros","80"
"66070010","SALTA","Iruya","Iruya","SATELITAL","31"
"66070010","SALTA","Iruya","Iruya","WIRELESS","87"
"66070020","SALTA","Iruya","Isla de Cañas","SATELITAL","2"
"66070020","SALTA","Iruya","Isla de Cañas","WIRELESS","80"
"66077010","SALTA","La Caldera","La Caldera","FIBRA OPTICA","51"
"66077010","SALTA","La Caldera","La Caldera","Otros","293"
"66077010","SALTA","La Caldera","La Caldera","SATELITAL","65"
"66077010","SALTA","La Caldera","La Caldera","WIRELESS","47"
"66077020","SALTA","La Caldera","Vaqueros","ADSL","87"
"66077020","SALTA","La Caldera","Vaqueros","FIBRA OPTICA","80"
"66077020","SALTA","La Caldera","Vaqueros","Otros","250"
"66077020","SALTA","La Caldera","Vaqueros","SATELITAL","210"
"66077020","SALTA","La Caldera","Vaqueros","WIRELESS","501"
"66084010","SALTA","La Candelaria","El Jardín","FIBRA OPTICA","29"
"66084010","SALTA","La Candelaria","El Jardín","SATELITAL","27"
"66084020","SALTA","La Candelaria","El Tala","FIBRA OPTICA","21"
"66084020","SALTA","La Candelaria","El Tala","SATELITAL","37"
"66084020","SALTA","La Candelaria","El Tala","WIRELESS","181"
"66084030","SALTA","La Candelaria","La Candelaria","FIBRA OPTICA","32"
"66084030","SALTA","La Candelaria","La Candelaria","SATELITAL","21"
"66091010","SALTA","La Poma","Cobres","SATELITAL","23"
"66091020","SALTA","La Poma","La Poma","FIBRA OPTICA","2"
"66091020","SALTA","La Poma","La Poma","SATELITAL","11"
"66091020","SALTA","La Poma","La Poma","WIRELESS","44"
"66098010","SALTA","La Viña","Ampascachi","SATELITAL","1"
"66098010","SALTA","La Viña","Ampascachi","WIRELESS","2"
"66098020","SALTA","La Viña","Cabra Corral","SATELITAL","19"
"66098020","SALTA","La Viña","Cabra Corral","WIRELESS","2"
"66098030","SALTA","La Viña","Coronel Moldes","ADSL","35"
"66098030","SALTA","La Viña","Coronel Moldes","Otros","115"
"66098030","SALTA","La Viña","Coronel Moldes","SATELITAL","55"
"66098030","SALTA","La Viña","Coronel Moldes","WIRELESS","5"
"66098040","SALTA","La Viña","La Viña","Otros","1"
"66098040","SALTA","La Viña","La Viña","SATELITAL","6"
"66098040","SALTA","La Viña","La Viña","WIRELESS","49"
"66098050","SALTA","La Viña","Talapampa","SATELITAL","9"
"66098050","SALTA","La Viña","Talapampa","WIRELESS","2"
"66105010","SALTA","Los Andes","Olacapato","FIBRA OPTICA","19"
"66105010","SALTA","Los Andes","Olacapato","SATELITAL","29"
"66105010","SALTA","Los Andes","Olacapato","WIRELESS","41"
"66105020","SALTA","Los Andes","San Antonio de los Cobres","FIBRA OPTICA","1"
"66105020","SALTA","Los Andes","San Antonio de los Cobres","Otros","0"
"66105020","SALTA","Los Andes","San Antonio de los Cobres","SATELITAL","121"
"66105020","SALTA","Los Andes","San Antonio de los Cobres","WIRELESS","295"
"66105030","SALTA","Los Andes","Santa Rosa de los Pastos Grandes","FIBRA OPTICA","27"
"66105030","SALTA","Los Andes","Santa Rosa de los Pastos Grandes","SATELITAL","74"
"66105030","SALTA","Los Andes","Santa Rosa de los Pastos Grandes","WIRELESS","21"
"66105040","SALTA","Los Andes","Tolar Grande","SATELITAL","72"
"66105040","SALTA","Los Andes","Tolar Grande","WIRELESS","6"
"66112010","SALTA","Metán","El Galpón","ADSL","105"
"66112010","SALTA","Metán","El Galpón","CABLEMODEM","85"
"66112010","SALTA","Metán","El Galpón","FIBRA OPTICA","91"
"66112010","SALTA","Metán","El Galpón","SATELITAL","20"
"66112020","SALTA","Metán","El Tunal","FIBRA OPTICA","65"
"66112020","SALTA","Metán","El Tunal","SATELITAL","6"
"66112030","SALTA","Metán","Lumbreras","FIBRA OPTICA","39"
"66112030","SALTA","Metán","Lumbreras","SATELITAL","10"
"66112050","SALTA","Metán","Metán Viejo","FIBRA OPTICA","41"
"66112050","SALTA","Metán","Metán Viejo","SATELITAL","15"
"66112070","SALTA","Metán","Río Piedras","ADSL","13"
"66112070","SALTA","Metán","Río Piedras","FIBRA OPTICA","13"
"66112070","SALTA","Metán","Río Piedras","SATELITAL","4"
"66112040","SALTA","Metán","San José de Metán","ADSL","403"
"66112040","SALTA","Metán","San José de Metán","CABLEMODEM","610"
"66112040","SALTA","Metán","San José de Metán","FIBRA OPTICA","1.899"
"66112040","SALTA","Metán","San José de Metán","SATELITAL","24"
"66112080","SALTA","Metán","San José de Orquera","SATELITAL","29"
"66119010","SALTA","Molinos","La Puerta","SATELITAL","4"
"66119020","SALTA","Molinos","Molinos","FIBRA OPTICA","1"
"66119020","SALTA","Molinos","Molinos","SATELITAL","6"
"66119020","SALTA","Molinos","Molinos","WIRELESS","46"
"66119030","SALTA","Molinos","Seclantás","FIBRA OPTICA","1"
"66119030","SALTA","Molinos","Seclantás","SATELITAL","8"
"66119030","SALTA","Molinos","Seclantás","WIRELESS","21"
"66126010","SALTA","Orán","Aguas Blancas","SATELITAL","39"
"66126010","SALTA","Orán","Aguas Blancas","WIRELESS","106"
"66126020","SALTA","Orán","Colonia Santa Rosa","CABLEMODEM","293"
"66126020","SALTA","Orán","Colonia Santa Rosa","FIBRA OPTICA","14"
"66126020","SALTA","Orán","Colonia Santa Rosa","Otros","100"
"66126020","SALTA","Orán","Colonia Santa Rosa","SATELITAL","40"
"66126020","SALTA","Orán","Colonia Santa Rosa","WIRELESS","85"
"66126030","SALTA","Orán","El Tabacal","FIBRA OPTICA","147"
"66126030","SALTA","Orán","El Tabacal","SATELITAL","3"
"66126040","SALTA","Orán","Hipólito Yrigoyen","ADSL","410"
"66126040","SALTA","Orán","Hipólito Yrigoyen","CABLEMODEM","423"
"66126040","SALTA","Orán","Hipólito Yrigoyen","FIBRA OPTICA","223"
"66126040","SALTA","Orán","Hipólito Yrigoyen","Otros","40"
"66126040","SALTA","Orán","Hipólito Yrigoyen","SATELITAL","30"
"66126040","SALTA","Orán","Hipólito Yrigoyen","WIRELESS","85"
"66126010","SALTA","Orán","La Misión","SATELITAL","17"
"66126060","SALTA","Orán","Pichanal","ADSL","284"
"66126060","SALTA","Orán","Pichanal","CABLEMODEM","97"
"66126060","SALTA","Orán","Pichanal","FIBRA OPTICA","584"
"66126060","SALTA","Orán","Pichanal","Otros","103"
"66126060","SALTA","Orán","Pichanal","SATELITAL","98"
"66126060","SALTA","Orán","Pichanal","WIRELESS","1"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","ADSL","1.046"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","CABLEMODEM","54"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","FIBRA OPTICA","7.125"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","Otros","580"
"66126070","SALTA","Orán","San Ramón de la Nueva Orán","SATELITAL","177"
"66126080","SALTA","Orán","Urundel","SATELITAL","27"
"66126080","SALTA","Orán","Urundel","WIRELESS","86"
"0","SALTA","Otros","Otros","Otros","14"
"66133010","SALTA","Rivadavia","Alto de la Sierra","FIBRA OPTICA","2"
"66133010","SALTA","Rivadavia","Alto de la Sierra","Otros","3"
"66133010","SALTA","Rivadavia","Alto de la Sierra","SATELITAL","92"
"66133010","SALTA","Rivadavia","Alto de la Sierra","WIRELESS","5"
"66133020","SALTA","Rivadavia","Capitán Juan Pagé","SATELITAL","10"
"66133020","SALTA","Rivadavia","Capitán Juan Pagé","WIRELESS","5"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","ADSL","24"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","FIBRA OPTICA","1"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","SATELITAL","39"
"66133030","SALTA","Rivadavia","Coronel Juan Solá","WIRELESS","307"
"66133035","SALTA","Rivadavia","Hito 1","SATELITAL","11"
"66133040","SALTA","Rivadavia","La Unión","SATELITAL","54"
"66133050","SALTA","Rivadavia","Los Blancos","SATELITAL","5"
"66133050","SALTA","Rivadavia","Los Blancos","WIRELESS","54"
"66133060","SALTA","Rivadavia","Pluma de Pato","SATELITAL","5"
"66133060","SALTA","Rivadavia","Pluma de Pato","WIRELESS","15"
"66133070","SALTA","Rivadavia","Rivadavia","SATELITAL","49"
"66133080","SALTA","Rivadavia","Santa María","Otros","5"
"66133080","SALTA","Rivadavia","Santa María","SATELITAL","26"
"66133090","SALTA","Rivadavia","Santa Rosa","SATELITAL","8"
"66133100","SALTA","Rivadavia","Santa Victoria Este","ADSL","9"
"66133100","SALTA","Rivadavia","Santa Victoria Este","Otros","10"
"66133100","SALTA","Rivadavia","Santa Victoria Este","SATELITAL","99"
"66133100","SALTA","Rivadavia","Santa Victoria Este","WIRELESS","95"
"66140010","SALTA","Rosario de la Frontera","Antilla","FIBRA OPTICA","1"
"66140010","SALTA","Rosario de la Frontera","Antilla","SATELITAL","23"
"66140020","SALTA","Rosario de la Frontera","Copo Quile","FIBRA OPTICA","27"
"66140020","SALTA","Rosario de la Frontera","Copo Quile","SATELITAL","12"
"66140030","SALTA","Rosario de la Frontera","El Naranjo","FIBRA OPTICA","27"
"66140030","SALTA","Rosario de la Frontera","El Naranjo","SATELITAL","7"
"66140040","SALTA","Rosario de la Frontera","El Potrero","SATELITAL","19"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","ADSL","193"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","CABLEMODEM","375"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","FIBRA OPTICA","1"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","Otros","4"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","SATELITAL","55"
"66140050","SALTA","Rosario de la Frontera","Rosario de la Frontera","WIRELESS","111"
"66140060","SALTA","Rosario de la Frontera","San Felipe","SATELITAL","7"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","ADSL","89"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","FIBRA OPTICA","358"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","SATELITAL","85"
"66147010","SALTA","Rosario de Lerma","Campo Quijano","WIRELESS","153"
"66147015","SALTA","Rosario de Lerma","La Merced Del Encón","FIBRA OPTICA","578"
"66147015","SALTA","Rosario de Lerma","La Merced del Encón","SATELITAL","186"
"66147015","SALTA","Rosario de Lerma","La Merced Del Encón","WIRELESS","128"
"66147020","SALTA","Rosario de Lerma","La Silleta","ADSL","47"
"66147020","SALTA","Rosario de Lerma","La Silleta","FIBRA OPTICA","552"
"66147020","SALTA","Rosario de Lerma","La Silleta","Otros","2"
"66147020","SALTA","Rosario de Lerma","La Silleta","SATELITAL","97"
"66147020","SALTA","Rosario de Lerma","La Silleta","WIRELESS","116"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","ADSL","435"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","CABLEMODEM","317"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","FIBRA OPTICA","1.683"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","Otros","10"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","SATELITAL","71"
"66147030","SALTA","Rosario de Lerma","Rosario de Lerma","WIRELESS","76"
"66154010","SALTA","San Carlos","Angastaco","FIBRA OPTICA","2"
"66154010","SALTA","San Carlos","Angastaco","SATELITAL","15"
"66154010","SALTA","San Carlos","Angastaco","WIRELESS","39"
"66154020","SALTA","San Carlos","Animaná","Otros","0"
"66154020","SALTA","San Carlos","Animaná","SATELITAL","4"
"66154020","SALTA","San Carlos","Animaná","WIRELESS","51"
"66154030","SALTA","San Carlos","El Barrial","Otros","400"
"66154040","SALTA","San Carlos","San Carlos","Otros","0"
"66154040","SALTA","San Carlos","San Carlos","SATELITAL","3"
"66154040","SALTA","San Carlos","San Carlos","WIRELESS","94"
"66161010","SALTA","Santa Victoria","Acoyte","SATELITAL","1"
"66161010","SALTA","Santa Victoria","Acoyte","WIRELESS","10"
"66161020","SALTA","Santa Victoria","Campo La Cruz","Otros","50"
"66161020","SALTA","Santa Victoria","Campo La Cruz","SATELITAL","2"
"66161030","SALTA","Santa Victoria","Los Toldos","SATELITAL","16"
"66161030","SALTA","Santa Victoria","Los Toldos","WIRELESS","41"
"66161040","SALTA","Santa Victoria","Nazareno","FIBRA OPTICA","58"
"66161040","SALTA","Santa Victoria","Nazareno","Otros","135"
"66161040","SALTA","Santa Victoria","Nazareno","SATELITAL","1"
"66161050","SALTA","Santa Victoria","Poscaya","Otros","30"
"66161050","SALTA","Santa Victoria","Poscaya","SATELITAL","1"
"66161060","SALTA","Santa Victoria","San Marcos","Otros","30"
"66161060","SALTA","Santa Victoria","San Marcos","SATELITAL","20"
"66161070","SALTA","Santa Victoria","Santa Victoria","FIBRA OPTICA","65"
"66161070","SALTA","Santa Victoria","Santa Victoria","SATELITAL","51"
"66161070","SALTA","Santa Victoria","Santa Victoria","WIRELESS","200"
"70063040","SAN JUAN","9 de Julio","9 de Julio","FIBRA OPTICA","125"
"70063040","SAN JUAN","9 de Julio","9 de Julio","SATELITAL","9"
"70063040","SAN JUAN","9 de Julio","9 de Julio","WIRELESS","140"
"70063010","SAN JUAN","9 de Julio","Alto de Sierra","Otros","1"
"70063010","SAN JUAN","9 de Julio","Alto de Sierra","SATELITAL","3"
"70063020","SAN JUAN","9 de Julio","Colonia Fiorito","WIRELESS","5"
"70063030","SAN JUAN","9 de Julio","Las Chacritas","SATELITAL","8"
"70063030","SAN JUAN","9 de Julio","Las Chacritas","WIRELESS","99"
"0","SAN JUAN","9 de Julio","OTROS","SATELITAL","1"
"70126010","SAN JUAN","25 de Mayo","El Encón","SATELITAL","30"
"70126010","SAN JUAN","25 de Mayo","La Chimbera","SATELITAL","5"
"70126020","SAN JUAN","25 de Mayo","Tupelí","SATELITAL","1"
"70126020","SAN JUAN","25 de Mayo","Tupelí","WIRELESS","60"
"70126010","SAN JUAN","25 de Mayo","Villa Borjas","SATELITAL","5"
"70126010","SAN JUAN","25 de Mayo","Villa Borjas","WIRELESS","9"
"70126030","SAN JUAN","25 de Mayo","Villa Borjas - La Chimbera","WIRELESS","80"
"70126040","SAN JUAN","25 de Mayo","Villa El Tango","SATELITAL","3"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","FIBRA OPTICA","2"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","SATELITAL","11"
"70126050","SAN JUAN","25 de Mayo","Villa Santa Rosa","WIRELESS","69"
"70007010","SAN JUAN","Albardón","El Rincón","ADSL","102"
"70007010","SAN JUAN","Albardón","El Rincón","DIAL UP","2"
"70007010","SAN JUAN","Albardón","El Rincón","SATELITAL","10"
"70007010","SAN JUAN","Albardón","El Rincón","WIRELESS","2"
"70007010","SAN JUAN","Albardón","La Cañada","SATELITAL","4"
"0","SAN JUAN","Albardón","Otros","Otros","300"
"70007010","SAN JUAN","Albardón","Villa Ampacama","SATELITAL","2"
"70007010","SAN JUAN","Albardón","Villa General San Martin","SATELITAL","15"
"70007010","SAN JUAN","Albardón","Villa General San Martin","WIRELESS","64"
"70007020","SAN JUAN","Albardón","Villa General San Martín - Campo Afuera","FIBRA OPTICA","24"
"70007020","SAN JUAN","Albardón","Villa General San Martín - Campo Afuera","WIRELESS","160"
"70014010","SAN JUAN","Angaco","Las Tapias","SATELITAL","2"
"0","SAN JUAN","Angaco","Otros","Otros","72"
"70014010","SAN JUAN","Angaco","Villa El Salvador","WIRELESS","22"
"70014020","SAN JUAN","Angaco","Villa El Salvador - Villa Sefair","WIRELESS","93"
"70021020","SAN JUAN","Calingasta","Barreal","SATELITAL","96"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","DIAL UP","1"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","FIBRA OPTICA","520"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","SATELITAL","60"
"70021010","SAN JUAN","Calingasta","Barreal - Villa Pituil","WIRELESS","544"
"70021020","SAN JUAN","Calingasta","Calingasta","FIBRA OPTICA","410"
"70021020","SAN JUAN","Calingasta","Calingasta","SATELITAL","55"
"70021020","SAN JUAN","Calingasta","Calingasta","WIRELESS","351"
"70021030","SAN JUAN","Calingasta","Tamberías","DIAL UP","1"
"70021030","SAN JUAN","Calingasta","Tamberías","SATELITAL","15"
"70021030","SAN JUAN","Calingasta","Tamberías","WIRELESS","272"
"70028010","SAN JUAN","Capital","San Juan","ADSL","668"
"70028010","SAN JUAN","Capital","San Juan","CABLEMODEM","5.328"
"70028010","SAN JUAN","Capital","San Juan","DIAL UP","191"
"70028010","SAN JUAN","Capital","San Juan","FIBRA OPTICA","34.091"
"70028010","SAN JUAN","Capital","San Juan","Otros","2.661"
"70028010","SAN JUAN","Capital","San Juan","SATELITAL","169"
"70028010","SAN JUAN","Capital","San Juan","WIRELESS","5.812"
"70035015","SAN JUAN","Caucete","Barrio Justo P. Castro IV","SATELITAL","1"
"70035010","SAN JUAN","Caucete","Bermejo","SATELITAL","4"
"70035020","SAN JUAN","Caucete","Caucete","ADSL","58"
"70035020","SAN JUAN","Caucete","Caucete","FIBRA OPTICA","2.242"
"70035020","SAN JUAN","Caucete","Caucete","Otros","2.500"
"70035020","SAN JUAN","Caucete","Caucete","SATELITAL","10"
"70035020","SAN JUAN","Caucete","Caucete","WIRELESS","563"
"70035030","SAN JUAN","Caucete","El Rincón","SATELITAL","2"
"70035050","SAN JUAN","Caucete","Las Talas","SATELITAL","6"
"70035050","SAN JUAN","Caucete","Marayes","SATELITAL","9"
"70035060","SAN JUAN","Caucete","Pie de Palo","SATELITAL","3"
"70035070","SAN JUAN","Caucete","Vallecito","Otros","250"
"70035070","SAN JUAN","Caucete","Vallecito","SATELITAL","10"
"70035080","SAN JUAN","Caucete","Villa Independencia","SATELITAL","3"
"70035080","SAN JUAN","Caucete","Villa Independencia","WIRELESS","12"
"70042010","SAN JUAN","Chimbas","Chimbas","ADSL","3"
"70042010","SAN JUAN","Chimbas","Chimbas","DIAL UP","4"
"70042010","SAN JUAN","Chimbas","Chimbas","FIBRA OPTICA","10.538"
"70042010","SAN JUAN","Chimbas","Chimbas","SATELITAL","3"
"70042010","SAN JUAN","Chimbas","Chimbas","WIRELESS","2.844"
"70042010","SAN JUAN","Chimbas","El Mogote","SATELITAL","2"
"70042010","SAN JUAN","Chimbas","Villa Paula Albarracin","SATELITAL","16"
"70042010","SAN JUAN","Chimbas","Villa Paula Albarracin","WIRELESS","83"
"70049010","SAN JUAN","Iglesia","Angualasto","FIBRA OPTICA","18"
"70049010","SAN JUAN","Iglesia","Angualasto","SATELITAL","78"
"70049010","SAN JUAN","Iglesia","Angualasto","WIRELESS","42"
"70049020","SAN JUAN","Iglesia","Bella Vista","FIBRA OPTICA","11"
"70049020","SAN JUAN","Iglesia","Bella Vista","SATELITAL","9"
"70049020","SAN JUAN","Iglesia","Bella Vista","WIRELESS","25"
"70049030","SAN JUAN","Iglesia","Iglesia","FIBRA OPTICA","33"
"70049030","SAN JUAN","Iglesia","Iglesia","SATELITAL","20"
"70049030","SAN JUAN","Iglesia","Iglesia","WIRELESS","78"
"70049040","SAN JUAN","Iglesia","Las Flores","FIBRA OPTICA","37"
"70049040","SAN JUAN","Iglesia","Las Flores","SATELITAL","32"
"70049040","SAN JUAN","Iglesia","Las Flores","WIRELESS","87"
"70049050","SAN JUAN","Iglesia","Pismanta","SATELITAL","7"
"70049060","SAN JUAN","Iglesia","Rodeo","FIBRA OPTICA","189"
"70049060","SAN JUAN","Iglesia","Rodeo","Otros","10"
"70049060","SAN JUAN","Iglesia","Rodeo","SATELITAL","55"
"70049060","SAN JUAN","Iglesia","Rodeo","WIRELESS","440"
"70049070","SAN JUAN","Iglesia","Tudcum","FIBRA OPTICA","31"
"70049070","SAN JUAN","Iglesia","Tudcum","SATELITAL","14"
"70049070","SAN JUAN","Iglesia","Tudcum","WIRELESS","72"
"70056040","SAN JUAN","Jáchal","El Fiscal","SATELITAL","2"
"70056020","SAN JUAN","Jáchal","Gran China","WIRELESS","32"
"70056030","SAN JUAN","Jáchal","Huaco","SATELITAL","3"
"70056030","SAN JUAN","Jáchal","Huaco","WIRELESS","96"
"70056040","SAN JUAN","Jáchal","La Falda","SATELITAL","1"
"70056040","SAN JUAN","Jáchal","Mogna","SATELITAL","2"
"70056050","SAN JUAN","Jáchal","Niquivil","FIBRA OPTICA","11"
"70056050","SAN JUAN","Jáchal","Niquivil","SATELITAL","4"
"70056050","SAN JUAN","Jáchal","Niquivil","WIRELESS","25"
"70056060","SAN JUAN","Jáchal","Pampa Vieja","FIBRA OPTICA","2"
