"Año","Trimestre","Provincias","Hogares","Comercial","Gobierno","Otros","Total"
"2020","3","San Luis","31.098","2.514","168","656","34.436"
"2020","3","Santa Cruz","24.635","1.992","133","519","27.279"
"2020","3","Santa Fe","563.862","45.584","3.048","11.885","624.379"
"2020","3","Santiago del Estero","59.908","4.843","324","1.263","66.338"
"2020","3","Tierra del Fuego","19.482","1.575","105","411","21.573"
"2020","3","Tucumán","164.330","13.285","888","3.464","181.967"
"2020","2","Buenos Aires","2.906.464","254.292","14.992","56.709","3.232.457"
"2020","2","CABA","1.280.284","112.014","6.604","24.980","1.423.882"
"2020","2","Catamarca","30.145","2.637","155","588","33.525"
"2020","2","Chaco","72.933","6.381","376","1.423","81.113"
"2020","2","Chubut","65.655","5.744","339","1.281","73.019"
"2020","2","Córdoba","481.136","42.096","2.482","9.388","535.102"
"2020","2","Corrientes","76.714","6.712","396","1.497","85.319"
"2020","2","Entre Ríos","160.937","14.081","830","3.140","178.988"
"2020","2","Formosa","30.623","2.679","158","597","34.057"
"2020","2","Jujuy","41.079","3.594","212","801","45.686"
"2020","2","La Pampa","63.505","5.556","328","1.239","70.628"
"2020","2","La Rioja","26.351","2.305","136","514","29.306"
"2020","2","Mendoza","176.583","15.449","911","3.445","196.388"
"2020","2","Misiones","77.112","6.747","398","1.505","85.762"
"2020","2","Neuquén","67.028","5.864","346","1.308","74.546"
"2020","2","Río Negro","75.990","6.648","392","1.483","84.513"
"2020","2","Salta","91.363","7.993","471","1.783","101.610"
"2020","2","San Juan","67.290","5.887","347","1.313","74.837"
"2020","2","San Luis","30.958","2.709","160","604","34.431"
"2020","2","Santa Cruz","24.492","2.143","126","478","27.239"
"2020","2","Santa Fe","532.634","46.601","2.747","10.392","592.374"
"2020","2","Santiago del Estero","59.647","5.219","308","1.164","66.338"
"2020","2","Tierra del Fuego","19.398","1.697","100","378","21.573"
"2020","2","Tucumán","163.055","14.266","841","3.181","181.343"
"2020","1","Buenos Aires","2.925.747","261.533","14.423","59.561","3.261.264"
"2020","1","CABA","1.306.383","116.778","6.440","26.595","1.456.196"
"2020","1","Catamarca","26.683","2.385","132","543","29.743"
"2020","1","Chaco","75.394","6.740","372","1.535","84.041"
"2020","1","Chubut","70.596","6.311","348","1.437","78.692"
"2020","1","Córdoba","515.015","46.037","2.539","10.484","574.075"
"2020","1","Corrientes","78.631","7.029","388","1.601","87.649"
"2020","1","Entre Ríos","167.614","14.983","826","3.412","186.835"
"2020","1","Formosa","31.006","2.772","153","631","34.562"
"2020","1","Jujuy","43.049","3.848","212","876","47.985"
"2020","1","La Pampa","63.456","5.672","313","1.292","70.733"
"2020","1","La Rioja","24.292","2.172","120","495","27.079"
"2020","1","Mendoza","189.045","16.899","932","3.849","210.725"
"2020","1","Misiones","81.487","7.284","402","1.659","90.832"
"2020","1","Neuquén","69.515","6.214","343","1.415","77.487"
"2020","1","Río Negro","79.180","7.078","390","1.612","88.260"
"2020","1","Salta","96.447","8.621","475","1.963","107.506"
"2020","1","San Juan","70.426","6.295","347","1.434","78.502"
"2020","1","San Luis","32.595","2.914","161","664","36.334"
"2020","1","Santa Cruz","26.340","2.354","130","536","29.360"
"2020","1","Santa Fe","560.308","50.086","2.762","11.407","624.563"
"2020","1","Santiago del Estero","60.320","5.392","297","1.228","67.237"
"2020","1","Tierra del Fuego","21.127","1.889","104","430","23.550"
"2020","1","Tucumán","163.656","14.629","807","3.332","182.424"
"2019","4","Buenos Aires","2.994.702","266.943","14.902","71.978","3.348.525"
"2019","4","CABA","1.322.606","117.895","6.581","31.789","1.478.871"
"2019","4","Catamarca","27.826","2.480","138","669","31.113"
"2019","4","Chaco","77.742","6.930","387","1.869","86.928"
"2019","4","Chubut","73.142","6.520","364","1.758","81.784"
"2019","4","Córdoba","540.558","48.184","2.690","12.992","604.424"
"2019","4","Corrientes","80.463","7.172","400","1.934","89.969"
"2019","4","Entre Ríos","171.277","15.267","852","4.117","191.513"
"2019","4","Formosa","31.587","2.816","157","759","35.319"
"2019","4","Jujuy","44.234","3.943","220","1.063","49.460"
"2019","4","La Pampa","63.795","5.687","317","1.533","71.332"
"2019","4","La Rioja","25.354","2.260","126","609","28.349"
"2019","4","Mendoza","195.556","17.432","973","4.700","218.661"
"2019","4","Misiones","83.847","7.474","417","2.015","93.753"
"2019","4","Neuquén","70.620","6.295","351","1.697","78.963"
"2019","4","Río Negro","81.486","7.263","405","1.959","91.113"
"2019","4","Salta","99.158","8.839","493","2.383","110.873"
"2019","4","San Juan","72.016","6.419","358","1.731","80.524"
"2019","4","San Luis","33.801","3.013","168","812","37.794"
"2019","4","Santa Cruz","27.196","2.424","135","654","30.409"
"2019","4","Santa Fe","575.111","51.264","2.862","13.823","643.060"
"2019","4","Santiago del Estero","61.178","5.453","304","1.470","68.405"
"2019","4","Tierra del Fuego","21.717","1.936","108","522","24.283"
"2019","4","Tucumán","167.590","14.939","834","4.028","187.391"
"2019","3","Buenos Aires","3.058.655","268.169","14.853","73.255","3.414.932"
"2019","3","CABA","1.341.174","117.588","6.513","32.121","1.497.396"
"2019","3","Catamarca","29.267","2.566","142","701","32.676"
"2019","3","Chaco","79.060","6.932","384","1.893","88.269"
"2019","3","Chubut","75.153","6.589","365","1.800","83.907"
"2019","3","Córdoba","548.479","48.088","2.663","13.136","612.366"
"2019","3","Corrientes","81.648","7.159","396","1.955","91.158"
"2019","3","Entre Ríos","173.987","15.254","845","4.167","194.253"
"2019","3","Formosa","32.214","2.824","156","772","35.966"
"2019","3","Jujuy","44.885","3.935","218","1.075","50.113"
"2019","3","La Pampa","57.121","5.008","277","1.368","63.774"
"2019","3","La Rioja","26.464","2.320","129","634","29.547"
"2019","3","Mendoza","202.124","17.721","982","4.841","225.668"
"2019","3","Misiones","85.864","7.528","417","2.056","95.865"
"2019","3","Neuquén","71.967","6.310","349","1.724","80.350"
"2019","3","Río Negro","84.378","7.398","410","2.021","94.207"
"2019","3","Salta","101.844","8.929","495","2.439","113.707"
"2019","3","San Juan","73.858","6.476","359","1.769","82.462"
"2019","3","San Luis","35.177","3.084","171","842","39.274"
"2019","3","Santa Cruz","28.682","2.515","139","687","32.023"
"2019","3","Santa Fe","580.363","50.884","2.818","13.900","647.965"
"2019","3","Santiago del Estero","62.133","5.448","302","1.488","69.371"
"2019","3","Tierra del Fuego","22.521","1.974","109","539","25.143"
"2019","3","Tucumán","172.235","15.101","836","4.125","192.297"
"2019","2","Buenos Aires","2.994.702","266.943","14.902","71.978","3.348.525"
"2019","2","CABA","1.322.606","117.895","6.581","31.789","1.478.871"
"2019","2","Catamarca","27.826","2.480","138","669","31.113"
"2019","2","Chaco","77.742","6.930","387","1.869","86.928"
"2019","2","Chubut","73.142","6.520","364","1.758","81.784"
"2019","2","Córdoba","540.558","48.184","2.690","12.992","604.424"
"2019","2","Corrientes","80.463","7.172","400","1.934","89.969"
"2019","2","Entre Ríos","171.277","15.267","852","4.117","191.513"
"2019","2","Formosa","31.587","2.816","157","759","35.319"
"2019","2","Jujuy","44.234","3.943","220","1.063","49.460"
"2019","2","La Pampa","63.795","5.687","317","1.533","71.332"
"2019","2","La Rioja","25.354","2.260","126","609","28.349"
"2019","2","Mendoza","195.556","17.432","973","4.700","218.661"
"2019","2","Misiones","83.847","7.474","417","2.015","93.753"
"2019","2","Neuquén","70.620","6.295","351","1.697","78.963"
"2019","2","Río Negro","81.486","7.263","405","1.959","91.113"
"2019","2","Salta","99.158","8.839","493","2.383","110.873"
"2019","2","San Juan","72.016","6.419","358","1.731","80.524"
"2019","2","San Luis","33.801","3.013","168","812","37.794"
"2019","2","Santa Cruz","27.196","2.424","135","654","30.409"
"2019","2","Santa Fe","575.111","51.264","2.862","13.823","643.060"
"2019","2","Santiago del Estero","61.178","5.453","304","1.470","68.405"
"2019","2","Tierra del Fuego","21.717","1.936","108","522","24.283"
"2019","2","Tucumán","167.590","14.939","834","4.028","187.391"
"2019","1","Buenos Aires","3.149.299","280.518","14.901","118.439","3.563.157"
"2019","1","CABA","1.413.982","125.948","6.691","53.177","1.599.798"
"2019","1","Catamarca","31.976","2.848","151","1.203","36.178"
"2019","1","Chaco","82.819","7.377","392","3.115","93.703"
"2019","1","Chubut","78.458","6.988","371","2.951","88.768"
"2019","1","Córdoba","580.025","51.665","2.744","21.814","656.248"
"2019","1","Corrientes","84.010","7.483","398","3.159","95.050"
"2019","1","Entre Ríos","180.079","16.040","852","6.772","203.743"
"2019","1","Formosa","33.409","2.976","158","1.256","37.799"
"2019","1","Jujuy","45.804","4.080","217","1.723","51.824"
"2019","1","La Pampa","58.234","5.187","276","2.190","65.887"
"2019","1","La Rioja","29.017","2.585","137","1.091","32.830"
"2019","1","Mendoza","213.013","18.974","1.008","8.011","241.006"
"2019","1","Misiones","89.863","8.004","425","3.380","101.672"
"2019","1","Neuquén","73.821","6.575","349","2.776","83.521"
"2019","1","Río Negro","88.715","7.902","420","3.336","100.373"
"2019","1","Salta","108.627","9.676","514","4.085","122.902"
"2019","1","San Juan","75.928","6.763","359","2.855","85.905"
"2019","1","San Luis","37.925","3.378","179","1.426","42.908"
"2019","1","Santa Cruz","30.202","2.690","143","1.136","34.171"
"2019","1","Santa Fe","605.596","53.942","2.865","22.775","685.178"
"2019","1","Santiago del Estero","64.420","5.738","305","2.423","72.886"
"2019","1","Tierra del Fuego","22.257","1.982","105","837","25.181"
"2019","1","Tucumán","182.705","16.274","865","6.871","206.715"
"2018","4","Buenos Aires","4.074.597","332.712","18.514","132.722","4.558.545"
"2018","4","CABA","1.567.223","127.972","7.121","51.049","1.753.365"
"2018","4","Catamarca","33.046","2.698","150","1.076","36.970"
"2018","4","Chaco","85.588","6.989","389","2.788","95.754"
"2018","4","Chubut","105.044","8.577","477","3.422","117.520"
"2018","4","Córdoba","599.782","48.975","2.725","19.537","671.019"
"2018","4","Corrientes","86.631","7.074","394","2.822","96.921"
"2018","4","Entre Ríos","185.388","15.138","842","6.039","207.407"
"2018","4","Formosa","34.596","2.825","157","1.127","38.705"
"2018","4","Jujuy","46.865","3.827","213","1.527","52.432"
"2018","4","La Pampa","68.342","5.581","311","2.226","76.460"
"2018","4","La Rioja","30.268","2.472","138","986","33.864"
"2018","4","Mendoza","322.404","26.326","1.465","10.502","360.697"
"2018","4","Misiones","93.179","7.609","423","3.035","104.246"
"2018","4","Neuquén","97.577","7.968","443","3.178","109.166"
"2018","4","Río Negro","124.863","10.196","567","4.067","139.693"
"2018","4","Salta","112.888","9.218","513","3.677","126.296"
"2018","4","San Juan","103.021","8.412","468","3.356","115.257"
"2018","4","San Luis","46.328","3.783","210","1.509","51.830"
"2018","4","Santa Cruz","39.576","3.232","180","1.289","44.277"
"2018","4","Santa Fe","623.546","50.916","2.833","20.311","697.606"
"2018","4","Santiago del Estero","66.295","5.413","301","2.159","74.168"
"2018","4","Tierra del Fuego","29.828","2.436","136","972","33.372"
"2018","4","Tucumán","188.016","15.352","854","6.124","210.346"
"2018","3","Buenos Aires","4.011.556","328.786","17.993","134.357","4.492.692"
"2018","3","CABA","1.585.386","129.938","7.111","53.099","1.775.534"
"2018","3","Catamarca","33.820","2.772","152","1.133","37.877"
"2018","3","Chaco","81.816","6.706","367","2.740","91.629"
"2018","3","Chubut","104.453","8.561","469","3.498","116.981"
"2018","3","Córdoba","602.402","49.373","2.702","20.176","674.653"
"2018","3","Corrientes","84.656","6.938","380","2.835","94.809"
"2018","3","Entre Ríos","178.759","14.651","802","5.987","200.199"
"2018","3","Formosa","35.185","2.884","158","1.178","39.405"
"2018","3","Jujuy","47.376","3.883","212","1.587","53.058"
"2018","3","La Pampa","67.601","5.540","303","2.264","75.708"
"2018","3","La Rioja","30.853","2.529","138","1.033","34.553"
"2018","3","Mendoza","321.856","26.379","1.444","10.780","360.459"
"2018","3","Misiones","92.768","7.603","416","3.107","103.894"
"2018","3","Neuquén","86.731","7.109","389","2.905","97.134"
"2018","3","Río Negro","124.750","10.225","560","4.178","139.713"
"2018","3","Salta","115.710","9.483","519","3.875","129.587"
"2018","3","San Juan","102.856","8.430","461","3.445","115.192"
"2018","3","San Luis","39.561","3.242","177","1.325","44.305"
"2018","3","Santa Cruz","39.464","3.235","177","1.322","44.198"
"2018","3","Santa Fe","600.589","49.224","2.694","20.115","672.622"
"2018","3","Santiago del Estero","47.920","3.927","215","1.605","53.667"
"2018","3","Tierra del Fuego","29.798","2.442","134","998","33.372"
"2018","3","Tucumán","190.856","15.643","856","6.392","213.747"
"2018","2","Buenos Aires","3.986.269","328.629","17.754","145.255","4.477.907"
"2018","2","CABA","1.551.477","127.904","6.910","56.534","1.742.825"
"2018","2","Catamarca","33.970","2.800","151","1.238","38.159"
"2018","2","Chaco","87.214","7.190","388","3.178","97.970"
"2018","2","Chubut","104.159","8.587","464","3.795","117.005"
"2018","2","Córdoba","608.719","50.183","2.711","22.181","683.794"
"2018","2","Corrientes","88.131","7.266","393","3.211","99.001"
"2018","2","Entre Ríos","190.211","15.681","847","6.931","213.670"
"2018","2","Formosa","35.377","2.917","158","1.289","39.741"
"2018","2","Jujuy","47.752","3.937","213","1.740","53.642"
"2018","2","La Pampa","67.392","5.556","300","2.456","75.704"
"2018","2","La Rioja","31.309","2.581","139","1.141","35.170"
"2018","2","Mendoza","320.879","26.453","1.429","11.692","360.453"
"2018","2","Misiones","96.226","7.933","429","3.506","108.094"
"2018","2","Neuquén","86.482","7.130","385","3.151","97.148"
"2018","2","Río Negro","124.413","10.257","554","4.533","139.757"
"2018","2","Salta","117.452","9.683","523","4.280","131.938"
"2018","2","San Juan","102.544","8.454","457","3.737","115.192"
"2018","2","San Luis","39.459","3.253","176","1.438","44.326"
"2018","2","Santa Cruz","39.399","3.248","175","1.436","44.258"
"2018","2","Santa Fe","610.100","50.297","2.717","22.231","685.345"
"2018","2","Santiago del Estero","49.146","4.052","219","1.791","55.208"
"2018","2","Tierra del Fuego","29.708","2.449","132","1.083","33.372"
"2018","2","Tucumán","190.770","15.727","850","6.951","214.298"
"2018","1","Buenos Aires","3.897.738","326.697","17.191","196.135","4.437.761"
"2018","1","CABA","1.521.319","127.512","6.710","76.553","1.732.094"
"2018","1","Catamarca","33.705","2.825","149","1.696","38.375"
"2018","1","Chaco","86.985","7.291","384","4.377","99.037"
"2018","1","Chubut","100.108","8.391","442","5.037","113.978"
"2018","1","Córdoba","607.654","50.932","2.680","30.577","691.843"
"2018","1","Corrientes","87.448","7.330","386","4.400","99.564"
"2018","1","Entre Ríos","189.431","15.877","835","9.532","215.675"
"2018","1","Formosa","35.230","2.953","155","1.773","40.111"
"2018","1","Jujuy","47.696","3.998","210","2.400","54.304"
"2018","1","La Pampa","66.109","5.541","292","3.327","75.269"
"2018","1","La Rioja","31.602","2.649","139","1.590","35.980"
"2018","1","Mendoza","316.562","26.533","1.396","15.929","360.420"
"2018","1","Misiones","90.815","7.612","401","4.570","103.398"
"2018","1","Neuquén","85.386","7.157","377","4.297","97.217"
"2018","1","Río Negro","122.826","10.295","542","6.181","139.844"
"2018","1","Salta","117.720","9.867","519","5.924","134.030"
"2018","1","San Juan","101.175","8.480","446","5.091","115.192"
"2018","1","San Luis","38.933","3.263","172","1.959","44.327"
"2018","1","Santa Cruz","38.827","3.254","171","1.954","44.206"
"2018","1","Santa Fe","605.181","50.724","2.669","30.453","689.027"
"2018","1","Santiago del Estero","50.188","4.207","221","2.525","57.141"
"2018","1","Tierra del Fuego","29.311","2.457","129","1.475","33.372"
"2018","1","Tucumán","188.622","15.810","832","9.491","214.755"
"2017","4","Buenos Aires","4.268.288","343.324","18.011","252.240","4.881.863"
"2017","4","CABA","1.414.870","113.807","5.970","83.613","1.618.260"
"2017","4","Catamarca","33.805","2.719","143","1.998","38.665"
"2017","4","Chaco","89.247","7.179","377","5.274","102.077"
"2017","4","Chubut","107.185","8.621","452","6.334","122.592"
"2017","4","Córdoba","615.786","49.531","2.598","36.391","704.306"
"2017","4","Corrientes","89.223","7.177","376","5.273","102.049"
"2017","4","Entre Ríos","195.082","15.692","823","11.529","223.126"
"2017","4","Formosa","35.968","2.893","152","2.126","41.139"
"2017","4","Jujuy","49.327","3.968","208","2.915","56.418"
"2017","4","La Pampa","72.886","5.863","308","4.307","83.364"
"2017","4","La Rioja","33.023","2.656","139","1.952","37.770"
"2017","4","Mendoza","333.217","26.803","1.406","19.692","381.118"
"2017","4","Misiones","100.711","8.101","425","5.952","115.189"
"2017","4","Neuquén","89.046","7.162","376","5.262","101.846"
"2017","4","Río Negro","127.299","10.239","537","7.523","145.598"
"2017","4","Salta","121.832","9.800","514","7.200","139.346"
"2017","4","San Juan","99.771","8.025","421","5.896","114.113"
"2017","4","San Luis","47.036","3.783","198","2.780","53.797"
"2017","4","Santa Cruz","41.297","3.322","174","2.440","47.233"
"2017","4","Santa Fe","649.567","52.249","2.741","38.387","742.944"
"2017","4","Santiago del Estero","56.376","4.535","238","3.332","64.481"
"2017","4","Tierra del Fuego","34.056","2.739","144","2.013","38.952"
"2017","4","Tucumán","184.971","14.878","781","10.931","211.561"
"2017","3","Buenos Aires","4.166.450","341.904","17.491","254.342","4.780.187"
"2017","3","CABA","1.398.978","114.802","5.873","85.401","1.605.054"
"2017","3","Catamarca","33.853","2.778","142","2.067","38.840"
"2017","3","Chaco","89.623","7.354","376","5.471","102.824"
"2017","3","Chubut","103.046","8.456","433","6.290","118.225"
"2017","3","Córdoba","613.989","50.385","2.578","37.481","704.433"
"2017","3","Corrientes","89.391","7.335","375","5.457","102.558"
"2017","3","Entre Ríos","195.853","16.072","822","11.956","224.703"
"2017","3","Formosa","35.939","2.949","151","2.194","41.233"
"2017","3","Jujuy","49.316","4.047","207","3.011","56.581"
"2017","3","La Pampa","72.178","5.923","303","4.406","82.810"
"2017","3","La Rioja","33.133","2.719","139","2.023","38.014"
"2017","3","Mendoza","329.297","27.022","1.382","20.102","377.803"
"2017","3","Misiones","96.478","7.917","405","5.890","110.690"
"2017","3","Neuquén","88.687","7.278","372","5.414","101.751"
"2017","3","Río Negro","125.414","10.292","526","7.656","143.888"
"2017","3","Salta","121.784","9.994","511","7.434","139.723"
"2017","3","San Juan","97.968","8.039","411","5.980","112.398"
"2017","3","San Luis","46.886","3.848","197","2.862","53.793"
"2017","3","Santa Cruz","38.985","3.199","164","2.380","44.728"
"2017","3","Santa Fe","644.988","52.929","2.708","39.374","739.999"
"2017","3","Santiago del Estero","57.126","4.688","240","3.487","65.541"
"2017","3","Tierra del Fuego","33.832","2.776","142","2.065","38.815"
"2017","3","Tucumán","184.386","15.131","774","11.256","211.547"
"2017","2","Buenos Aires","4.280.149","359.598","18.042","258.319","4.916.108"
"2017","2","CABA","1.375.781","115.587","5.799","83.032","1.580.199"
"2017","2","Catamarca","33.564","2.820","141","2.026","38.551"
"2017","2","Chaco","89.678","7.534","378","5.412","103.002"
"2017","2","Chubut","100.403","8.435","423","6.060","115.321"
"2017","2","Córdoba","612.339","51.446","2.581","36.956","703.322"
"2017","2","Corrientes","89.192","7.493","376","5.383","102.444"
"2017","2","Entre Ríos","195.908","16.459","826","11.824","225.017"
"2017","2","Formosa","35.472","2.980","150","2.141","40.743"
"2017","2","Jujuy","49.087","4.124","207","2.963","56.381"
"2017","2","La Pampa","71.338","5.994","301","4.306","81.939"
"2017","2","La Rioja","32.970","2.770","139","1.990","37.869"
"2017","2","Mendoza","322.197","27.070","1.358","19.446","370.071"
"2017","2","Misiones","96.234","8.085","406","5.808","110.533"
"2017","2","Neuquén","86.155","7.238","363","5.200","98.956"
"2017","2","Río Negro","122.805","10.318","518","7.412","141.053"
"2017","2","Salta","121.199","10.183","511","7.315","139.208"
"2017","2","San Juan","93.418","7.849","394","5.638","107.299"
"2017","2","San Luis","46.299","3.890","195","2.794","53.178"
"2017","2","Santa Cruz","38.530","3.237","162","2.325","44.254"
"2017","2","Santa Fe","645.875","54.264","2.723","38.981","741.843"
"2017","2","Santiago del Estero","57.484","4.829","242","3.469","66.024"
"2017","2","Tierra del Fuego","33.064","2.778","139","1.995","37.976"
"2017","2","Tucumán","183.031","15.378","772","11.047","210.228"
"2017","1","Buenos Aires","4.259.081","343.205","18.007","252.249","4.872.542"
"2017","1","CABA","1.406.249","113.318","5.946","83.287","1.608.800"
"2017","1","Catamarca","33.797","2.723","143","2.002","38.665"
"2017","1","Chaco","89.226","7.190","377","5.284","102.077"
"2017","1","Chubut","107.157","8.635","453","6.347","122.592"
"2017","1","Córdoba","614.267","49.499","2.597","36.381","702.744"
"2017","1","Corrientes","89.201","7.188","377","5.283","102.049"
"2017","1","Entre Ríos","195.034","15.716","825","11.551","223.126"
"2017","1","Formosa","35.959","2.898","152","2.130","41.139"
"2017","1","Jujuy","49.314","3.974","209","2.921","56.418"
"2017","1","La Pampa","72.868","5.872","308","4.316","83.364"
"2017","1","La Rioja","33.015","2.660","140","1.955","37.770"
"2017","1","Mendoza","333.135","26.845","1.408","19.730","381.118"
"2017","1","Misiones","100.687","8.113","426","5.963","115.189"
"2017","1","Neuquén","89.023","7.174","376","5.273","101.846"
"2017","1","Río Negro","127.267","10.255","538","7.538","145.598"
"2017","1","Salta","121.802","9.815","515","7.214","139.346"
"2017","1","San Juan","99.745","8.038","422","5.908","114.113"
"2017","1","San Luis","47.024","3.789","199","2.785","53.797"
"2017","1","Santa Cruz","41.286","3.327","175","2.445","47.233"
"2017","1","Santa Fe","648.454","52.254","2.742","38.406","741.856"
"2017","1","Santiago del Estero","56.363","4.542","238","3.338","64.481"
"2017","1","Tierra del Fuego","34.047","2.744","144","2.017","38.952"
"2017","1","Tucumán","184.925","14.902","782","10.952","211.561"
"2016","4","Buenos Aires","4.268.288","343.324","18.011","252.240","4.881.863"
"2016","4","CABA","1.414.870","113.807","5.970","83.613","1.618.260"
"2016","4","Catamarca","33.805","2.719","143","1.998","38.665"
"2016","4","Chaco","89.247","7.179","377","5.274","102.077"
"2016","4","Chubut","107.185","8.621","452","6.334","122.592"
"2016","4","Córdoba","615.786","49.531","2.598","36.391","704.306"
"2016","4","Corrientes","89.223","7.177","376","5.273","102.049"
"2016","4","Entre Ríos","195.082","15.692","823","11.529","223.126"
"2016","4","Formosa","35.968","2.893","152","2.126","41.139"
"2016","4","Jujuy","49.327","3.968","208","2.915","56.418"
"2016","4","La Pampa","72.886","5.863","308","4.307","83.364"
"2016","4","La Rioja","33.023","2.656","139","1.952","37.770"
"2016","4","Mendoza","333.217","26.803","1.406","19.692","381.118"
"2016","4","Misiones","100.711","8.101","425","5.952","115.189"
"2016","4","Neuquén","89.046","7.162","376","5.262","101.846"
"2016","4","Río Negro","127.299","10.239","537","7.523","145.598"
"2016","4","Salta","121.832","9.800","514","7.200","139.346"
"2016","4","San Juan","99.771","8.025","421","5.896","114.113"
"2016","4","San Luis","47.036","3.783","198","2.780","53.797"
"2016","4","Santa Cruz","41.297","3.322","174","2.440","47.233"
"2016","4","Santa Fe","649.567","52.249","2.741","38.387","742.944"
"2016","4","Santiago del Estero","56.376","4.535","238","3.332","64.481"
"2016","4","Tierra del Fuego","34.056","2.739","144","2.013","38.952"
"2016","4","Tucumán","184.971","14.878","781","10.931","211.561"
"2016","3","Buenos Aires","4.166.450","341.904","17.491","254.342","4.780.187"
"2016","3","CABA","1.398.978","114.802","5.873","85.401","1.605.054"
"2016","3","Catamarca","33.853","2.778","142","2.067","38.840"
"2016","3","Chaco","89.623","7.354","376","5.471","102.824"
"2016","3","Chubut","103.046","8.456","433","6.290","118.225"
"2016","3","Córdoba","613.989","50.385","2.578","37.481","704.433"
"2016","3","Corrientes","89.391","7.335","375","5.457","102.558"
"2016","3","Entre Ríos","195.853","16.072","822","11.956","224.703"
"2016","3","Formosa","35.939","2.949","151","2.194","41.233"
"2016","3","Jujuy","49.316","4.047","207","3.011","56.581"
"2016","3","La Pampa","72.178","5.923","303","4.406","82.810"
"2016","3","La Rioja","33.133","2.719","139","2.023","38.014"
"2016","3","Mendoza","329.297","27.022","1.382","20.102","377.803"
"2016","3","Misiones","96.478","7.917","405","5.890","110.690"
"2016","3","Neuquén","88.687","7.278","372","5.414","101.751"
"2016","3","Río Negro","125.414","10.292","526","7.656","143.888"
"2016","3","Salta","121.784","9.994","511","7.434","139.723"
"2016","3","San Juan","97.968","8.039","411","5.980","112.398"
"2016","3","San Luis","46.886","3.848","197","2.862","53.793"
"2016","3","Santa Cruz","38.985","3.199","164","2.380","44.728"
"2016","3","Santa Fe","644.988","52.929","2.708","39.374","739.999"
"2016","3","Santiago del Estero","57.126","4.688","240","3.487","65.541"
"2016","3","Tierra del Fuego","33.832","2.776","142","2.065","38.815"
"2016","3","Tucumán","184.386","15.131","774","11.256","211.547"
"2016","2","Buenos Aires","4.280.149","359.598","18.042","258.319","4.916.108"
"2016","2","CABA","1.375.781","115.587","5.799","83.032","1.580.199"
"2016","2","Catamarca","33.564","2.820","141","2.026","38.551"
"2016","2","Chaco","89.678","7.534","378","5.412","103.002"
"2016","2","Chubut","100.403","8.435","423","6.060","115.321"
"2016","2","Córdoba","612.339","51.446","2.581","36.956","703.322"
"2016","2","Corrientes","89.192","7.493","376","5.383","102.444"
"2016","2","Entre Ríos","195.908","16.459","826","11.824","225.017"
"2016","2","Formosa","35.472","2.980","150","2.141","40.743"
"2016","2","Jujuy","49.087","4.124","207","2.963","56.381"
"2016","2","La Pampa","71.338","5.994","301","4.306","81.939"
"2016","2","La Rioja","32.970","2.770","139","1.990","37.869"
"2016","2","Mendoza","322.197","27.070","1.358","19.446","370.071"
"2016","2","Misiones","96.234","8.085","406","5.808","110.533"
"2016","2","Neuquén","86.155","7.238","363","5.200","98.956"
"2016","2","Río Negro","122.805","10.318","518","7.412","141.053"
"2016","2","Salta","121.199","10.183","511","7.315","139.208"
"2016","2","San Juan","93.418","7.849","394","5.638","107.299"
"2016","2","San Luis","46.299","3.890","195","2.794","53.178"
"2016","2","Santa Cruz","38.530","3.237","162","2.325","44.254"
"2016","2","Santa Fe","645.875","54.264","2.723","38.981","741.843"
"2016","2","Santiago del Estero","57.484","4.829","242","3.469","66.024"
"2016","2","Tierra del Fuego","33.064","2.778","139","1.995","37.976"
"2016","2","Tucumán","183.031","15.378","772","11.047","210.228"
"2016","1","Buenos Aires","4.259.081","343.205","18.007","252.249","4.872.542"
"2016","1","CABA","1.406.249","113.318","5.946","83.287","1.608.800"
"2016","1","Catamarca","33.797","2.723","143","2.002","38.665"
"2016","1","Chaco","89.226","7.190","377","5.284","102.077"
"2016","1","Chubut","107.157","8.635","453","6.347","122.592"
"2016","1","Córdoba","614.267","49.499","2.597","36.381","702.744"
"2016","1","Corrientes","89.201","7.188","377","5.283","102.049"
"2016","1","Entre Ríos","195.034","15.716","825","11.551","223.126"
"2016","1","Formosa","35.959","2.898","152","2.130","41.139"
"2016","1","Jujuy","49.314","3.974","209","2.921","56.418"
"2016","1","La Pampa","72.868","5.872","308","4.316","83.364"
"2016","1","La Rioja","33.015","2.660","140","1.955","37.770"
"2016","1","Mendoza","333.135","26.845","1.408","19.730","381.118"
"2016","1","Misiones","100.687","8.113","426","5.963","115.189"
"2016","1","Neuquén","89.023","7.174","376","5.273","101.846"
"2016","1","Río Negro","127.267","10.255","538","7.538","145.598"
"2016","1","Salta","121.802","9.815","515","7.214","139.346"
"2016","1","San Juan","99.745","8.038","422","5.908","114.113"
"2016","1","San Luis","47.024","3.789","199","2.785","53.797"
"2016","1","Santa Cruz","41.286","3.327","175","2.445","47.233"
"2016","1","Santa Fe","648.454","52.254","2.742","38.406","741.856"
"2016","1","Santiago del Estero","56.363","4.542","238","3.338","64.481"
"2016","1","Tierra del Fuego","34.047","2.744","144","2.017","38.952"
"2016","1","Tucumán","184.925","14.902","782","10.952","211.561"
"2015","4","Buenos Aires","3.960.199","474.122","16.615","262.952","4.713.888"
